,label,elo_diff,avg_kd_diff,avg_sig_str_landed_diff,avg_sig_str_att_diff,avg_str_landed_diff,avg_str_att_diff,avg_td_comp_diff,avg_td_att_diff,avg_sub_att_diff,avg_ctrl_time_diff,win_rate_diff,finish_rate_diff,total_fights_diff
4371,1,-2.2983725197734657,-0.14285714285714285,7.799999999999997,34.285714285714285,-4.842857142857149,18.35714285714286,-1.314285714285714,-2.3428571428571434,-0.08571428571428569,-163.51428571428573,0.15714285714285714,-0.14285714285714285,-9
4373,1,-104.47993254731455,0.05128205128205132,39.52136752136752,63.68376068376069,33.5042735042735,57.743589743589745,-0.8888888888888888,-2.1025641025641026,-0.6666666666666666,-76.87179487179486,-0.1282051282051282,-0.1111111111111111,4
4374,1,145.1623367079385,0.3076923076923077,21.86153846153846,35.52307692307692,42.4,60.33846153846153,1.0615384615384613,2.046153846153846,0.18461538461538463,143.93846153846155,-0.10769230769230775,-0.3692307692307692,8
4375,0,62.20037392855443,0.05714285714285716,-7.657142857142851,-25.628571428571433,-26.514285714285705,-48.25714285714287,-1.0857142857142859,-1.6857142857142855,0.0,-134.48571428571427,0.17142857142857143,-0.14285714285714285,-2
4377,1,-46.91324285114797,0.0,16.785714285714285,27.5,16.57142857142857,26.571428571428577,0.4999999999999999,-0.2857142857142856,-0.07142857142857142,-22.42857142857143,-0.07142857142857145,-0.35714285714285715,-7
4381,0,-28.167308354949455,0.3695652173913043,12.062801932367144,6.195652173913047,8.432367149758448,1.5507246376811565,-0.676328502415459,-2.22463768115942,-0.34782608695652173,-71.06038647342996,0.02657004830917875,-0.13043478260869565,-5
4382,1,108.39716057143028,-0.5333333333333333,-2.2222222222222214,7.711111111111109,-5.688888888888883,4.48888888888888,0.1111111111111111,0.6666666666666666,0.0,-14.844444444444441,-0.022222222222222254,0.0,4
4386,0,60.226184832621584,0.2081447963800905,22.262443438914026,79.47511312217195,46.49321266968325,106.0633484162896,-1.18552036199095,-2.5294117647058822,0.22171945701357465,-108.04977375565612,-0.16742081447963808,-0.058823529411764705,-4
4388,1,53.95806659803816,-0.04411764705882354,4.852941176470587,-19.272058823529406,28.183823529411768,5.808823529411768,4.404411764705882,8.360294117647058,0.38235294117647056,352.8529411764706,0.23529411764705888,0.25,-9
4395,1,173.29532754837737,-0.3529411764705882,-11.705882352941174,-20.294117647058826,32.882352941176464,30.823529411764724,1.7647058823529411,3.823529411764706,0.8235294117647058,217.05882352941177,0.23529411764705876,0.0,0
4400,1,155.16767658741833,-0.8333333333333334,11.333333333333336,4.875,9.958333333333336,4.708333333333329,-0.5,2.0,0.16666666666666669,56.791666666666664,0.125,0.25,2
4404,1,18.68919773290554,0.2727272727272727,13.051948051948052,25.714285714285708,-5.220779220779221,6.350649350649348,-1.2597402597402596,-2.662337662337662,0.0,-76.63636363636363,-0.11688311688311687,0.0,4
4409,0,-18.583220917350218,0.26190476190476186,22.833333333333332,28.42857142857143,20.523809523809522,25.952380952380963,-0.5,-1.1666666666666667,0.0,-2.904761904761904,0.04761904761904767,-0.16666666666666666,1
4410,1,217.53546643172058,0.05128205128205132,40.48717948717949,78.51282051282051,61.820512820512825,103.1025641025641,0.6410256410256411,1.1923076923076925,0.0,76.74358974358974,-0.15384615384615385,-0.16666666666666666,7
4414,0,-101.91245547305266,0.25,-30.67857142857143,-78.94642857142857,-30.964285714285715,-80.33928571428572,-0.17857142857142855,-1.3571428571428572,0.6071428571428572,-0.3571428571428612,-0.0714285714285714,-0.01785714285714285,1
4415,1,35.88324422507412,0.2,14.099999999999998,21.39999999999999,62.3,77.1,2.3,2.8999999999999995,0.2,315.3,0.30000000000000004,-0.09999999999999998,-5
4417,1,-30.59568531332161,0.0,17.261904761904763,38.11904761904762,25.07142857142857,47.83333333333333,1.2619047619047619,3.2142857142857144,-0.047619047619047616,109.5,-0.07142857142857145,0.0,1
4419,1,0.4964873433268622,-0.05555555555555555,3.861111111111109,-0.9722222222222214,-2.416666666666668,-8.111111111111114,0.25,-0.13888888888888884,0.6111111111111112,76.83333333333334,0.02777777777777779,0.3611111111111111,-3
4422,0,62.09540066540649,0.023809523809523836,9.063492063492063,8.611111111111114,26.460317460317455,28.5,0.6746031746031744,2.7539682539682544,0.746031746031746,136.69047619047618,0.08730158730158732,0.14285714285714285,5
4425,1,20.860427163469012,-0.07500000000000001,-8.283333333333331,-29.16666666666667,-18.34166666666667,-40.30833333333334,-0.2666666666666666,-0.7833333333333332,0.11666666666666667,16.233333333333334,0.15000000000000002,0.18333333333333335,-7
4428,1,95.11088835120518,0.25000000000000006,-19.333333333333336,-34.333333333333336,-33.666666666666664,-50.16666666666667,-0.5,-1.25,-0.3333333333333333,-44.833333333333336,0.0,0.0,6
4430,1,-18.813303489938335,-0.08571428571428569,-5.742857142857147,-35.06666666666667,-0.11428571428571388,-29.504761904761907,0.1428571428571429,-1.1904761904761905,-0.3904761904761904,-5.723809523809521,0.17142857142857143,-0.15238095238095237,8
4440,1,26.751297368487712,-0.30000000000000004,2.4000000000000004,1.5,16.6,18.300000000000004,0.9,2.0,0.09999999999999998,139.3,-0.20000000000000007,-0.2,5
4445,1,58.738434871238724,0.41666666666666663,10.694444444444443,16.638888888888886,18.84722222222222,25.15277777777777,1.3888888888888888,3.7361111111111107,-0.375,47.138888888888886,0.13888888888888884,-0.375,1
4447,1,-75.77255488575497,-0.25,-4.5,-23.125,6.125,-11.375,0.75,2.125,0.5,181.25,-0.125,0.375,0
4452,1,78.52875956022262,0.14583333333333331,5.972222222222221,24.826388888888886,-1.0,16.35416666666667,-0.7638888888888888,-2.3680555555555554,0.18055555555555558,-90.58333333333333,0.13888888888888884,0.20833333333333331,-7
4454,1,-75.863778823664,-0.06153846153846154,11.653846153846153,-5.992307692307691,15.53076923076923,-1.3384615384615302,0.6307692307692307,1.3153846153846154,0.2846153846153846,22.5,0.13076923076923075,-0.10769230769230767,16
4459,1,83.44675660235066,-0.033333333333333354,-23.833333333333332,-54.06666666666667,-53.18333333333332,-89.0,-1.0666666666666667,-2.35,-0.2,-150.61666666666667,0.15000000000000002,0.0,7
4462,1,-34.19439263878371,0.08333333333333333,38.023809523809526,35.26190476190477,49.83333333333333,48.92857142857143,1.3452380952380953,1.8095238095238093,0.4166666666666667,128.10714285714286,-0.19047619047619047,0.023809523809523808,5
4463,0,130.42296123207416,0.0888888888888889,14.333333333333334,29.333333333333332,19.022222222222226,34.199999999999996,0.0444444444444444,-0.7333333333333334,0.04444444444444445,35.6,0.0,0.0888888888888889,6
4465,1,218.87650637221896,-0.14285714285714285,1.75,11.476190476190482,12.19047619047619,21.38095238095238,0.8095238095238093,2.821428571428571,0.7023809523809524,64.42857142857142,0.32142857142857145,0.19047619047619047,5
4466,0,-1.7732593434477621,-0.34615384615384615,-4.884615384615383,-19.646153846153844,14.738461538461543,1.130769230769232,-0.046153846153846156,-0.6153846153846154,0.6923076923076923,40.315384615384616,0.015384615384615441,0.23076923076923078,3
4468,0,-73.36179862782615,0.7777777777777778,20.281481481481478,59.11851851851851,9.614814814814814,50.12592592592591,0.7629629629629631,0.47407407407407387,-0.4666666666666666,-36.96296296296296,0.28148148148148155,0.0,-22
4469,0,137.15614203055338,-0.3333333333333333,-35.93333333333333,-16.23333333333335,-44.633333333333326,-24.133333333333354,-0.3,-0.7333333333333333,0.6,-30.366666666666674,0.26666666666666666,0.2,-1
4470,0,-99.23862472910537,0.1111111111111111,-16.611111111111107,-66.77777777777777,-7.222222222222221,-58.0,0.6666666666666667,1.0555555555555558,0.0,126.61111111111113,-0.11111111111111105,0.05555555555555555,3
4474,1,84.37941314994714,-0.16666666666666666,-19.5,-32.66666666666667,-23.166666666666664,-34.66666666666666,0.9444444444444442,0.33333333333333304,0.11111111111111116,84.83333333333334,0.22222222222222227,0.1111111111111111,9
4475,1,-34.34584919870235,0.75,5.797619047619051,5.976190476190467,12.11904761904762,12.73809523809524,0.1785714285714286,0.4166666666666665,-0.2857142857142857,34.0,-0.04761904761904767,-0.42857142857142855,5
4479,0,143.78893221925364,-0.2571428571428572,8.095238095238095,7.428571428571416,32.39047619047619,33.247619047619025,2.6476190476190475,6.476190476190476,-0.6190476190476191,222.92380952380952,-0.23809523809523814,-0.5047619047619047,16
4482,0,1.9494292444355779,-0.008771929824561403,2.3947368421052637,-4.440789473684212,0.05263157894736992,-6.969298245614041,0.024122807017543824,-1.5263157894736843,0.9276315789473684,-21.97149122807017,0.006578947368421018,0.17982456140350878,-5
4486,0,85.21681970345048,0.08333333333333331,-23.34722222222222,-56.5,-44.486111111111114,-80.98611111111111,-1.2916666666666667,-1.2916666666666667,0.2222222222222222,-99.86111111111111,0.16666666666666663,-0.125,1
4490,1,152.26303347845533,0.25,11.0,1.0,16.75,7.875,1.0,1.875,0.375,116.875,0.25,0.0,0
4494,1,128.3145944856035,-0.07777777777777778,9.633333333333333,-12.400000000000006,33.633333333333326,13.98888888888888,3.8777777777777778,6.544444444444444,0.14444444444444443,376.7666666666667,0.19999999999999996,0.2222222222222222,-1
4495,1,116.57392229345169,-0.047619047619047616,-13.460317460317455,-71.34920634920634,-15.555555555555557,-71.8095238095238,1.3650793650793651,-0.873015873015873,0.8571428571428571,85.34920634920636,-0.17460317460317454,0.42857142857142855,-2
4499,0,-5.909585862407539,-0.00735294117647059,37.36029411764706,97.68382352941177,28.963235294117652,90.5,0.6544117647058822,1.6617647058823533,0.7573529411764706,70.4264705882353,-0.1029411764705882,-0.4411764705882353,9
4500,0,30.400528960377187,0.0,15.733333333333334,11.866666666666674,18.833333333333336,16.166666666666657,0.06666666666666665,-0.1333333333333333,0.3333333333333333,-22.80000000000001,-0.06666666666666671,0.16666666666666666,1
4502,1,-126.78425525773719,0.0,31.33333333333333,99.50000000000001,32.0,100.0,-0.8333333333333334,-1.666666666666667,-0.16666666666666666,-75.0,-0.16666666666666674,-0.3333333333333333,0
4504,0,-85.5624756607292,-0.08333333333333333,-2.3999999999999986,8.916666666666671,11.416666666666664,27.08333333333333,2.5833333333333335,5.199999999999999,0.33333333333333337,150.73333333333335,0.016666666666666607,-0.04999999999999999,-2
4505,0,-87.9221176286926,0.0222222222222222,-4.466666666666669,-8.0,14.511111111111106,13.644444444444431,-0.46666666666666656,-3.066666666666667,-0.2888888888888889,-26.088888888888874,-0.06666666666666665,0.0,-6
4508,0,11.03894871022294,0.3181818181818182,4.306818181818183,1.8522727272727266,-7.05681818181818,-10.568181818181813,-0.6704545454545454,-0.6931818181818183,0.0,-146.5340909090909,-0.20454545454545459,-0.5,14
4509,0,-24.06879600600837,0.05714285714285716,31.37142857142857,98.8,61.5,130.92857142857142,-0.4714285714285715,-1.3714285714285712,0.3428571428571429,-69.02857142857142,-0.19999999999999996,-0.2,4
4512,0,-335.51222707990837,0.04210526315789476,-1.7052631578947377,-23.589473684210525,-8.789473684210527,-29.221052631578942,0.9894736842105263,-0.8315789473684212,0.27368421052631586,19.494736842105254,-0.4842105263157895,0.0,-14
4518,1,-8.25211268916837,-0.1,15.700000000000003,35.2,26.300000000000004,48.400000000000006,0.5,1.2999999999999998,0.0,114.60000000000002,0.0,0.0,0
4519,0,-43.88777640190233,0.5,4.0,12.111111111111114,-12.583333333333336,-6.333333333333329,-1.277777777777778,-4.027777777777778,-0.6944444444444444,-185.47222222222223,-0.02777777777777779,-0.3333333333333333,6
4520,1,175.08624815843154,0.06493506493506493,12.474025974025977,21.5,29.415584415584412,40.16233766233768,1.9090909090909092,4.136363636363637,-0.0649350649350649,153.2987012987013,0.012987012987012991,0.09090909090909091,8
4521,1,-313.0993676837379,-0.15384615384615385,6.474358974358976,15.820512820512818,35.43589743589743,49.53846153846154,1.2948717948717947,3.6410256410256405,-0.07692307692307693,286.5769230769231,-0.1923076923076923,0.0,-7
4523,0,-72.09907071802854,-0.013888888888888895,-2.273148148148149,-14.393518518518519,-5.175925925925924,-18.069444444444443,0.5972222222222223,-0.05092592592592604,0.5694444444444444,52.125,0.00462962962962965,-0.02777777777777779,19
4524,1,44.50672550058516,-0.25,16.625,35.0,22.875,41.875,-0.125,0.125,0.125,95.75,0.125,-0.125,0
4525,1,44.63397804123633,-0.375,-7.375,-28.5,-6.125,-25.25,-0.375,1.75,0.25,171.375,0.125,0.0,0
4531,1,-1.556242034009074,-0.25,11.75,6.525000000000006,7.400000000000006,0.17500000000001137,-0.975,1.1,0.09999999999999998,-17.099999999999994,0.050000000000000044,-0.125,-3
4533,1,116.23486239056501,0.2222222222222222,-15.76388888888889,-44.02777777777778,-29.0,-58.625,-0.23611111111111116,-0.43055555555555536,-0.18055555555555558,-132.81944444444446,0.13888888888888884,-0.02777777777777779,1
4534,0,97.89213397861658,0.41485507246376807,-8.193840579710143,-26.722826086956523,-15.179347826086957,-34.03079710144928,-0.3586956521739131,-2.8405797101449273,0.028985507246376774,-41.16847826086956,-0.02717391304347827,0.03985507246376811,1
4535,0,168.55364594323078,0.21052631578947367,-3.042105263157893,7.747368421052627,1.5473684210526315,13.768421052631581,1.2842105263157895,4.673684210526316,0.6947368421052631,147.26315789473685,0.03157894736842104,0.2631578947368421,14
4538,0,57.88869168481824,-0.3,-20.35,-62.616666666666674,-21.1,-63.2,0.5333333333333333,1.75,0.6166666666666666,66.83333333333333,0.050000000000000044,0.23333333333333336,-2
4546,0,-2.4911024613888912,0.25,-4.475000000000001,7.924999999999997,-9.149999999999999,2.799999999999997,-0.825,-2.7249999999999996,0.45,0.9500000000000028,-0.050000000000000044,0.175,-2
4551,0,67.38810246831122,0.037037037037037035,-2.6507936507936485,-9.058201058201057,12.317460317460316,9.857142857142861,2.0793650793650795,7.973544973544974,0.4603174603174603,254.44444444444446,-0.2962962962962963,0.19047619047619047,20
4553,1,60.629670714564554,0.17857142857142855,-15.089285714285715,-62.607142857142854,-7.375,-54.517857142857146,0.4821428571428571,0.08928571428571419,0.5714285714285714,106.05357142857142,-0.0357142857142857,0.42857142857142855,-1
4555,1,110.78144792353464,0.0,17.805555555555557,66.625,23.416666666666664,74.75,0.9583333333333334,3.361111111111111,-0.5555555555555556,47.59722222222223,0.19444444444444442,0.0,-1
4568,0,60.15858400081288,0.4360902255639098,-8.375939849624057,-7.63533834586466,-29.161654135338345,-28.89097744360903,0.6390977443609023,-0.11654135338345872,0.06766917293233082,-49.90225563909773,-0.045112781954887216,-0.16165413533834586,5
4570,0,-134.7377724103178,0.10714285714285715,23.226190476190478,57.57142857142857,23.511904761904766,57.97619047619047,0.2023809523809524,0.3214285714285714,-0.07142857142857142,-26.726190476190474,-0.1428571428571429,-0.07142857142857142,-2
4577,0,42.4148054904515,0.18444444444444444,7.19777777777778,46.34,25.382222222222218,68.57777777777778,1.4644444444444444,4.102222222222222,-0.2733333333333333,193.3111111111111,0.004444444444444473,-0.33999999999999997,7
4580,0,131.18039902618693,-0.09523809523809523,-8.57142857142857,0.0952380952380878,-12.095238095238095,-3.095238095238088,1.714285714285714,3.4761904761904763,-0.2857142857142857,143.47619047619048,0.09523809523809523,0.0,14
4581,0,219.84941559939125,-0.01428571428571429,3.557142857142857,2.0714285714285836,-2.1285714285714334,-4.099999999999994,-0.6000000000000001,-0.37142857142857144,-0.01428571428571429,-31.314285714285703,0.15714285714285714,0.07142857142857142,4
4582,1,-22.99552671767674,0.14285714285714285,10.547619047619051,20.88095238095238,21.0,31.64285714285714,3.357142857142857,5.214285714285714,0.6666666666666667,266.35714285714283,-0.09523809523809523,-0.023809523809523808,1
4583,0,58.7545353775713,-0.17948717948717946,12.73076923076923,22.692307692307693,3.935897435897431,9.871794871794862,0.5,1.6153846153846154,0.4487179487179488,63.11538461538461,-0.14102564102564108,0.06410256410256412,7
4585,0,106.80768556105363,0.20833333333333334,11.402777777777779,17.791666666666657,-6.625,-5.069444444444457,-1.5833333333333335,-2.0694444444444446,0.36111111111111116,-98.58333333333331,-0.18055555555555547,-0.09722222222222221,15
4586,1,14.707444733702687,0.06666666666666665,14.333333333333336,43.25,12.833333333333336,41.41666666666666,-1.2666666666666668,-2.4,0.0,-47.98333333333334,-0.06666666666666665,0.0,2
4588,0,96.15339025647586,0.4153846153846154,-16.83076923076923,-58.98461538461538,-39.92307692307692,-86.03076923076924,-3.9692307692307693,-7.753846153846154,0.07692307692307693,-148.43076923076922,-0.18461538461538463,0.0,8
4590,0,11.747423243135472,0.40740740740740744,20.296296296296298,34.22222222222223,1.074074074074069,14.370370370370367,-0.07407407407407407,-0.925925925925926,0.25925925925925924,-51.222222222222214,-0.03703703703703709,0.07407407407407407,18
4616,1,36.99936373639548,-0.041666666666666685,-2.7222222222222214,-9.861111111111114,9.694444444444443,4.541666666666671,-1.0416666666666667,-2.0972222222222223,0.2222222222222222,6.694444444444443,-0.08333333333333337,-0.1527777777777778,1
4617,1,97.57193900579364,-0.26190476190476186,20.86904761904762,37.04761904761904,24.65476190476191,41.19047619047619,0.34523809523809523,1.6547619047619049,0.16666666666666666,55.10714285714286,0.11904761904761907,-0.05952380952380952,5
4620,0,0.774835785250616,0.1,-16.669230769230765,-32.08461538461539,-14.838461538461537,-27.253846153846155,-0.42307692307692313,-0.8384615384615381,0.3384615384615385,-17.038461538461547,0.16153846153846152,0.2692307692307692,-3
4621,0,165.15271065076536,-0.7,-6.771428571428572,-14.014285714285705,-3.357142857142854,-10.142857142857139,0.15714285714285714,0.5142857142857143,0.3,80.42857142857143,0.12857142857142856,0.1,3
4622,0,93.90491211309427,0.42857142857142855,-1.0,9.736263736263737,-10.087912087912088,-0.1098901098901095,-1.0,-2.9340659340659343,0.054945054945054916,-116.27472527472527,0.08791208791208782,0.14285714285714285,-6
4623,0,72.85455122779194,0.2571428571428571,12.914285714285718,11.885714285714286,33.0,35.87142857142858,1.0428571428571427,1.3285714285714287,-0.3,74.41428571428571,-0.04285714285714293,-0.3,4
4631,1,-156.57540622783313,0.0,-4.428571428571431,-53.45714285714286,17.857142857142854,-30.314285714285703,0.5428571428571428,0.1428571428571428,0.3714285714285715,179.82857142857142,-0.3142857142857143,-0.2857142857142857,-2
4632,1,31.829651689170532,-0.05714285714285716,0.11428571428571388,-19.028571428571425,5.628571428571433,-13.857142857142861,0.7428571428571428,2.371428571428572,0.08571428571428569,63.37142857142857,0.11428571428571432,0.14285714285714285,2
4635,0,-21.035616328527567,0.11666666666666668,4.466666666666669,-5.049999999999997,1.1000000000000014,-5.566666666666677,1.5166666666666668,0.5666666666666664,0.033333333333333354,180.35,0.13333333333333341,0.1,-2
4636,0,-100.32943179446852,-0.025974025974025983,2.636363636363633,47.727272727272734,-6.662337662337663,35.85714285714286,-0.5324675324675325,-1.0909090909090908,-0.42857142857142855,-35.38961038961038,-0.40259740259740256,0.0,4
4640,1,20.908075898113793,-0.033333333333333354,30.066666666666663,51.366666666666674,65.01666666666668,91.25,0.25,-0.16666666666666674,-0.08333333333333334,85.95,-0.09999999999999998,-0.25,-14
4642,0,226.1822976415924,0.2857142857142857,-3.980519480519476,-12.577922077922068,-2.5064935064935128,-10.86363636363636,-0.2987012987012987,-1.1948051948051948,0.33766233766233766,-27.35064935064935,0.07792207792207795,0.21428571428571427,3
4643,0,2.2559757793171684,0.3897058823529411,7.823529411764703,11.867647058823536,13.794117647058826,17.875,0.6102941176470589,1.125,-0.01470588235294118,82.73529411764707,-0.09558823529411764,0.0,9
4652,1,-37.994475865950335,0.022727272727272707,27.93181818181818,60.48376623376623,23.188311688311693,55.75649350649351,0.09090909090909083,-1.1850649350649352,-0.3701298701298702,37.019480519480524,0.1915584415584416,0.0,-17
4653,0,-166.40397716627854,-0.043859649122807015,20.578947368421055,50.57017543859649,23.964912280701746,56.2280701754386,1.3596491228070176,4.184210526315789,-0.6842105263157895,52.5,-0.1228070175438597,-0.15789473684210525,-13
4654,1,26.873426345424605,0.1,80.25,134.55,74.225,127.89999999999998,-0.55,-1.575,0.0,-12.099999999999994,0.050000000000000044,-0.125,2
4658,1,89.40582868317188,-0.006211180124223614,9.0527950310559,-12.549689440993788,3.633540372670808,-17.872670807453417,-0.7391304347826086,-2.481366459627329,-0.043478260869565216,-82.32298136645962,0.0496894409937888,0.0,-9
4660,0,-83.69108593298688,0.4,19.4,48.39999999999999,1.5999999999999943,23.0,0.0,3.0,-0.2,-88.0,0.0,-0.2,0
4664,0,111.57173487920727,0.4,5.06666666666667,-20.06666666666665,14.599999999999994,-9.133333333333326,-0.8666666666666668,-2.533333333333333,-0.06666666666666668,5.4666666666666615,-0.13333333333333341,-0.2,10
4666,1,231.55222974306707,-0.5,38.785714285714285,81.49999999999999,60.5,107.21428571428571,1.2142857142857144,2.857142857142857,0.8571428571428571,182.78571428571428,-0.0714285714285714,0.07142857142857142,7
4675,0,275.1529089462772,0.0625,29.8125,11.8125,59.875,45.8125,3.3125,5.3125,0.625,288.6875,0.1875,0.3125,8
4677,1,-13.264400104319066,-0.125,8.916666666666664,23.45833333333333,-4.861111111111114,10.097222222222229,-0.09722222222222221,2.2777777777777777,0.41666666666666663,-28.291666666666657,-0.08333333333333337,-0.1527777777777778,1
4679,0,-212.02808671657908,0.26428571428571435,-41.32142857142857,-69.7,-63.72142857142857,-93.99285714285713,-0.8500000000000001,-0.7428571428571429,-0.08571428571428569,-69.8,-0.0714285714285714,-0.09285714285714285,13
4680,1,74.78898522498343,-0.2857142857142857,-20.625,-20.60714285714286,-14.214285714285708,-13.660714285714278,-0.3214285714285714,-0.9285714285714286,0.5,-42.92857142857143,-0.05357142857142855,0.125,1
4681,1,18.693951621495444,0.2,3.1000000000000014,15.533333333333331,-5.444444444444443,6.333333333333329,-1.8555555555555554,-3.8111111111111113,-0.04444444444444445,-81.25555555555556,-0.09999999999999998,0.0,8
4685,1,-31.20851204871292,0.08333333333333331,-2.930555555555557,5.236111111111114,-13.166666666666664,-5.916666666666671,0.05555555555555558,2.2361111111111107,-0.3888888888888889,-76.27777777777777,0.05555555555555558,-0.1388888888888889,1
4689,1,63.33244518976926,-0.6071428571428572,-16.178571428571427,-42.57142857142857,-15.07142857142857,-41.67857142857143,0.2142857142857142,1.1785714285714284,1.1071428571428572,104.10714285714286,0.17857142857142855,0.21428571428571427,21
4698,1,-141.43157641198877,0.34615384615384615,7.974358974358971,8.551282051282058,6.858974358974358,7.794871794871796,0.5256410256410257,-1.0384615384615383,-0.07692307692307693,3.2564102564102555,0.14102564102564108,0.0,-7
4699,1,194.4662630623493,0.4,-0.1999999999999993,-28.799999999999997,1.2999999999999972,-28.099999999999994,0.4,-1.3,-0.2,44.6,-0.19999999999999996,0.0,5
4700,1,154.29593017875732,0.07692307692307693,14.109890109890102,-26.538461538461547,20.25274725274724,-19.7032967032967,2.5384615384615383,1.1648351648351647,0.38461538461538464,105.62637362637363,-0.02197802197802201,0.15384615384615385,6
4703,1,229.89499298792634,-0.4,-1.1333333333333329,13.466666666666661,12.600000000000001,28.400000000000006,2.5,4.766666666666666,-0.4,28.46666666666667,0.13333333333333341,0.0,4
4704,0,89.39587145413316,0.14285714285714285,2.1428571428571423,16.214285714285715,-15.785714285714285,-1.9285714285714164,-1.0714285714285714,-1.1428571428571428,-0.21428571428571427,-43.00000000000001,-0.1428571428571429,-0.5714285714285714,7
4710,1,-19.650620097999308,0.2222222222222222,28.444444444444443,63.22222222222222,33.77777777777777,69.66666666666666,0.7777777777777777,0.9999999999999998,-0.2222222222222222,65.77777777777777,-0.11111111111111105,-0.2222222222222222,0
4713,0,63.72406308091536,0.18461538461538463,-1.176923076923078,1.4384615384615387,-12.58461538461539,-10.700000000000003,-0.7307692307692308,-2.1923076923076925,-0.2076923076923077,-51.33076923076923,0.015384615384615441,0.07692307692307693,21
4715,1,120.77899447769596,0.06535947712418302,-10.114379084967325,-48.32352941176471,-12.13725490196078,-51.192810457516345,-0.28104575163398704,-3.0,-0.3104575163398693,24.67320261437908,0.09477124183006536,0.06209150326797386,-1
4716,1,141.2693748649383,-0.2,-15.0,-13.200000000000003,-20.349999999999994,-18.14999999999999,0.75,3.4999999999999996,0.6,127.3,0.3,0.25,10
4725,1,123.33390441025563,-0.0888888888888889,6.644444444444446,17.422222222222217,-18.488888888888887,-9.977777777777774,0.3555555555555555,0.08888888888888857,0.08888888888888888,-55.77777777777777,0.1777777777777778,0.0222222222222222,-6
4726,0,58.10036803355365,0.3666666666666667,5.399999999999999,-6.13333333333334,3.4666666666666686,-10.0,-0.5333333333333333,-1.6333333333333333,-0.13333333333333336,-20.26666666666667,0.16666666666666663,0.06666666666666667,5
4727,0,-118.13646818872053,0.09090909090909091,35.727272727272734,89.9090909090909,24.090909090909086,77.09090909090908,0.6363636363636364,-0.18181818181818166,0.36363636363636365,-10.454545454545453,0.09090909090909094,-0.2727272727272727,0
4728,1,-115.1192606915613,0.3333333333333333,46.5,83.0,70.83333333333334,110.0,2.5,1.3333333333333335,-0.16666666666666669,292.5,-0.16666666666666674,0.16666666666666666,0
4729,0,65.48409955911916,0.2222222222222222,7.0,26.777777777777786,16.555555555555557,37.33333333333333,1.4444444444444446,2.666666666666666,-0.2222222222222222,161.0,0.2222222222222222,-0.2222222222222222,0
4733,1,-98.31143306954914,0.0,-10.82857142857143,-59.457142857142856,-16.200000000000003,-65.97142857142859,1.1428571428571428,-0.3142857142857145,1.0571428571428572,31.400000000000006,-0.11428571428571432,0.11428571428571432,-2
4735,1,33.688869134795596,-0.8,16.900000000000006,30.10000000000001,38.4,54.10000000000001,4.800000000000001,10.200000000000001,0.2,411.2,0.09999999999999998,0.2,0
4736,0,-73.95905380254885,0.06535947712418302,-17.284313725490193,-7.8366013071895395,-42.7156862745098,-35.56862745098039,-0.07516339869281063,-2.4411764705882355,-0.07843137254901955,-30.00653594771245,-0.019607843137254832,-0.1111111111111111,-1
4737,1,228.04044160851072,0.21428571428571427,18.357142857142854,43.14285714285715,10.0,33.71428571428572,-1.3571428571428572,-3.2142857142857144,0.5,-147.14285714285714,0.3571428571428572,0.14285714285714285,0
4739,1,74.26108894432741,-0.09090909090909091,-14.272727272727273,-37.666666666666664,-17.909090909090907,-40.57575757575757,-1.0454545454545454,-2.4242424242424243,0.5,-103.56060606060605,0.12121212121212122,0.5,-5
4740,0,103.14729552951326,0.10256410256410253,-27.367521367521363,-63.55555555555556,-25.820512820512818,-60.606837606837615,2.418803418803419,3.897435897435898,-0.11965811965811968,164.47863247863245,0.017094017094017144,-0.04273504273504275,-4
4742,1,137.32953521987974,0.14035087719298245,-14.973684210526315,-23.412280701754398,-50.622807017543856,-62.5877192982456,-1.412280701754386,-3.833333333333333,-0.11403508771929824,-116.18421052631578,0.19298245614035087,0.0,13
4746,0,-2.9376840920497216,0.0,-15.444444444444443,-76.33333333333334,-5.777777777777779,-67.44444444444446,0.5555555555555554,0.11111111111111116,-0.4444444444444444,88.33333333333333,0.0,-0.1111111111111111,0
4751,1,-3.4559346125865886,0.12550607287449395,26.813765182186238,73.95141700404858,16.935222672064775,63.26315789473684,-0.9838056680161944,-1.4898785425101213,-0.631578947368421,-144.61943319838056,-0.06477732793522262,-0.21052631578947367,-6
4758,0,-7.254593319871674,-0.13286713286713286,7.265734265734267,14.08391608391608,14.902097902097907,23.741258741258733,2.769230769230769,5.1118881118881125,0.7692307692307693,199.04895104895104,0.04195804195804198,-0.13286713286713286,2
4759,1,243.66865112137657,0.18181818181818182,26.551515151515154,53.260606060606065,58.733333333333334,89.04242424242423,0.6121212121212121,0.5212121212121215,0.43636363636363634,165.8969696969697,0.10909090909090902,0.2727272727272727,-4
4762,0,157.99195730779275,-0.14285714285714285,-10.714285714285715,-32.142857142857146,8.57142857142857,-9.42857142857143,1.0,3.1428571428571432,0.0,216.28571428571428,0.14285714285714285,0.0,0
4765,1,126.99533278401964,-0.2678571428571429,-3.9464285714285694,-16.25,-2.8214285714285694,-14.214285714285708,0.3392857142857143,1.6964285714285716,0.35714285714285715,14.142857142857139,0.0892857142857143,0.17857142857142858,20
